split,qid,method,k,lambda,selected_doc_ids,demand_cov_at_k,ndcg_at_k,official_ndcg_10,unique_demand_count,mean_gold_relevance,mean_reranker_score,mean_pairwise_similarity,redundancy,full_query_coverage,risk_demand_coverage,has_risk_demand
internal_blind,26130982,D0,7,,WMA_5a2e7315a47c2215|WMA_965d909a9c6bf8ff|200727|WMA_d9e6f68945ace843|101452|205073|201537,1.00000000,0.74765048,0.59863908,5,1.57142857,0.89511398,0.15264968,0.70476190,1,0,0
internal_blind,26130982,D1,7,,200727|WMA_965d909a9c6bf8ff|WMA_d9e6f68945ace843|101452|205073|201537|188390,0.66666667,0.73494690,0.58846740,4,1.57142857,0.97138412,0.16115298,0.80952381,0,0,0
internal_blind,26130982,D2,7,,200727|WMA_965d909a9c6bf8ff|WMA_d9e6f68945ace843|101452|201537|188390|205073,0.66666667,0.73494690,0.58846740,4,1.57142857,0.97138412,0.16115298,0.80952381,0,0,0
internal_blind,26130982,D3_TFIDF,7,,200727|WMA_965d909a9c6bf8ff|WMA_d9e6f68945ace843|101452|201537|188390|205073,0.66666667,0.73494690,0.58846740,4,1.57142857,0.97138412,0.16115298,0.80952381,0,0,0
internal_blind,26130982,MMR,7,0.60000000,WMA_965d909a9c6bf8ff|200727|205073|188390|201537|101452|166459,0.66666667,0.72512367,0.58060200,4,1.71428571,0.96801627,0.16681511,0.78571429,0,0,0
internal_blind,26149351,B0,3,,WMA_0b720897500be365|WMA_1a462b9cda1d788c|WMA_ea2034a3a94ea91f,1.00000000,1.00000000,0.46900009,5,2.00000000,0.99878345,0.40647974,0.60000000,1,0,0
internal_blind,26149351,D0,3,,WMA_0b720897500be365|44436|WMA_ea2034a3a94ea91f,1.00000000,1.00000000,0.46900009,5,2.00000000,0.99223161,0.30443884,0.37777778,1,0,0
internal_blind,26149351,D1,3,,WMA_ea2034a3a94ea91f|WMA_0b720897500be365|WMA_1a462b9cda1d788c,1.00000000,1.00000000,0.46900009,5,2.00000000,0.99878345,0.40647974,0.60000000,1,0,0
internal_blind,26149351,D2,3,,WMA_0b720897500be365|WMA_ea2034a3a94ea91f|WMA_710782cf6675c30c,1.00000000,1.00000000,0.46900009,5,2.00000000,0.99548113,0.33187966,0.55555556,1,0,0
internal_blind,26149351,D3_TFIDF,3,,WMA_ea2034a3a94ea91f|WMA_0b720897500be365|WMA_1a462b9cda1d788c,1.00000000,1.00000000,0.46900009,5,2.00000000,0.99878345,0.40647974,0.60000000,1,0,0
internal_blind,26149351,MMR,3,0.60000000,WMA_0b720897500be365|WMA_710782cf6675c30c|44436,1.00000000,1.00000000,0.46900009,3,2.00000000,0.98896368,0.10840085,0.55555556,1,0,0
internal_blind,26149351,B0,5,,WMA_0b720897500be365|WMA_1a462b9cda1d788c|WMA_ea2034a3a94ea91f|WMA_710782cf6675c30c|WMA_7564b87d54af08ab,1.00000000,1.00000000,0.64893158,5,2.00000000,0.99391208,0.23785234,0.53333333,1,0,0
internal_blind,26149351,D0,5,,WMA_0b720897500be365|44436|WMA_ea2034a3a94ea91f|WMA_710782cf6675c30c|WMA_7564b87d54af08ab,1.00000000,1.00000000,0.64893158,5,2.00000000,0.98998097,0.20922946,0.46666667,1,0,0
internal_blind,26149351,D1,5,,WMA_ea2034a3a94ea91f|WMA_0b720897500be365|WMA_1a462b9cda1d788c|44436|WMA_710782cf6675c30c,1.00000000,1.00000000,0.64893158,5,2.00000000,0.99281918,0.21647838,0.54666667,1,0,0
internal_blind,26149351,D2,5,,WMA_0b720897500be365|WMA_ea2034a3a94ea91f|WMA_710782cf6675c30c|WMA_ff9352ae6d2c699e|WMA_1a462b9cda1d788c,1.00000000,1.00000000,0.64893158,5,2.00000000,0.98854474,0.29088834,0.66666667,1,0,0
internal_blind,26149351,D3_TFIDF,5,,WMA_ea2034a3a94ea91f|WMA_0b720897500be365|WMA_1a462b9cda1d788c|WMA_7564b87d54af08ab|44436,1.00000000,1.00000000,0.64893158,5,2.00000000,0.99196236,0.24427565,0.42166667,1,0,0
internal_blind,26149351,MMR,5,0.60000000,WMA_0b720897500be365|WMA_710782cf6675c30c|44436|WMA_1a462b9cda1d788c|WMA_7564b87d54af08ab,1.00000000,1.00000000,0.64893158,4,2.00000000,0.99000161,0.16623808,0.49166667,1,0,0
internal_blind,26149351,B0,7,,WMA_0b720897500be365|WMA_1a462b9cda1d788c|WMA_ea2034a3a94ea91f|WMA_710782cf6675c30c|WMA_7564b87d54af08ab|44436|WMA_ff9352ae6d2c699e,1.00000000,1.00000000,0.80069377,5,2.00000000,0.98659788,0.23037526,0.54365079,1,0,0
internal_blind,26149351,D0,7,,WMA_0b720897500be365|44436|WMA_ea2034a3a94ea91f|WMA_710782cf6675c30c|WMA_7564b87d54af08ab|WMA_ff9352ae6d2c699e|WMA_1a462b9cda1d788c,1.00000000,1.00000000,0.80069377,5,2.00000000,0.98659788,0.23037526,0.54365079,1,0,0
internal_blind,26149351,D1,7,,WMA_ea2034a3a94ea91f|WMA_0b720897500be365|WMA_1a462b9cda1d788c|44436|WMA_710782cf6675c30c|WMA_7564b87d54af08ab|WMA_ff9352ae6d2c699e,1.00000000,1.00000000,0.80069377,5,2.00000000,0.98659788,0.23037526,0.54365079,1,0,0
internal_blind,26149351,D2,7,,WMA_0b720897500be365|WMA_ea2034a3a94ea91f|WMA_710782cf6675c30c|WMA_ff9352ae6d2c699e|WMA_1a462b9cda1d788c|WMA_7564b87d54af08ab|44436,1.00000000,1.00000000,0.80069377,5,2.00000000,0.98659788,0.23037526,0.54365079,1,0,0
internal_blind,26149351,D3_TFIDF,7,,WMA_ea2034a3a94ea91f|WMA_0b720897500be365|WMA_1a462b9cda1d788c|WMA_7564b87d54af08ab|44436|197516|WMA_710782cf6675c30c,1.00000000,1.00000000,0.80069377,5,2.00000000,0.98324243,0.20288077,0.54365079,1,0,0
internal_blind,26149351,MMR,7,0.60000000,WMA_0b720897500be365|WMA_710782cf6675c30c|44436|WMA_1a462b9cda1d788c|WMA_7564b87d54af08ab|197516|WMA_ff9352ae6d2c699e,1.00000000,1.00000000,0.80069377,4,2.00000000,0.97739606,0.19428790,0.61507937,1,0,0
internal_blind,26864391,B0,3,,WMA_2709289b9f69749a|WMA_28f03f5402a0cd3a|WMA_08f93e69ba81f662,1.00000000,0.24207625,0.18851327,2,0.33333333,0.99977229,0.37430502,0.00000000,1,0,0
internal_blind,26864391,D0,3,,WMA_28f03f5402a0cd3a|WMA_2709289b9f69749a|WMA_08f93e69ba81f662,1.00000000,0.15273311,0.11893863,2,0.33333333,0.99977229,0.37430502,0.00000000,1,0,0
internal_blind,26864391,D1,3,,WMA_28f03f5402a0cd3a|WMA_2709289b9f69749a|WMA_08f93e69ba81f662,1.00000000,0.15273311,0.11893863,2,0.33333333,0.99977229,0.37430502,0.00000000,1,0,0
internal_blind,26864391,D2,3,,WMA_eed313e303264b12|WMA_2709289b9f69749a|WMA_28f03f5402a0cd3a,1.00000000,0.15273311,0.11893863,3,0.33333333,0.99759549,0.22402209,0.22222222,1,0,0
internal_blind,26864391,D3_TFIDF,3,,WMA_eed313e303264b12|WMA_2709289b9f69749a|WMA_28f03f5402a0cd3a,1.00000000,0.15273311,0.11893863,3,0.33333333,0.99759549,0.22402209,0.22222222,1,0,0
internal_blind,26864391,MMR,3,0.60000000,WMA_2709289b9f69749a|89754|WMA_360754d46ad48d65,0.50000000,0.24207625,0.18851327,2,0.33333333,0.99740988,0.18512592,0.00000000,0,0,0
internal_blind,26864391,B0,5,,WMA_2709289b9f69749a|WMA_28f03f5402a0cd3a|WMA_08f93e69ba81f662|WMA_c268f9415557b224|WMA_28716dc32aaa930a,1.00000000,0.36729198,0.34262841,2,0.60000000,0.99964342,0.31816880,0.00000000,1,0,0
internal_blind,26864391,D0,5,,WMA_28f03f5402a0cd3a|WMA_2709289b9f69749a|WMA_08f93e69ba81f662|WMA_c268f9415557b224|WMA_28716dc32aaa930a,1.00000000,0.29270912,0.27305377,2,0.60000000,0.99964342,0.31816880,0.00000000,1,0,0
internal_blind,26864391,D1,5,,WMA_28f03f5402a0cd3a|WMA_2709289b9f69749a|WMA_08f93e69ba81f662|WMA_c268f9415557b224|WMA_28716dc32aaa930a,1.00000000,0.29270912,0.27305377,2,0.60000000,0.99964342,0.31816880,0.00000000,1,0,0
internal_blind,26864391,D2,5,,WMA_eed313e303264b12|WMA_2709289b9f69749a|WMA_28f03f5402a0cd3a|WMA_08f93e69ba81f662|WMA_c268f9415557b224,1.00000000,0.20567666,0.19186552,3,0.40000000,0.99838176,0.27638407,0.06666667,1,0,0
internal_blind,26864391,D3_TFIDF,5,,WMA_eed313e303264b12|WMA_2709289b9f69749a|WMA_28f03f5402a0cd3a|WMA_08f93e69ba81f662|WMA_c268f9415557b224,1.00000000,0.20567666,0.19186552,3,0.40000000,0.99838176,0.27638407,0.06666667,1,0,0
internal_blind,26864391,MMR,5,0.60000000,WMA_2709289b9f69749a|89754|WMA_360754d46ad48d65|WMA_eed313e303264b12|WMA_28716dc32aaa930a,1.00000000,0.28025953,0.26144016,3,0.40000000,0.99695467,0.19812061,0.06666667,1,0,0
internal_blind,26864391,B0,7,,WMA_2709289b9f69749a|WMA_28f03f5402a0cd3a|WMA_08f93e69ba81f662|WMA_c268f9415557b224|WMA_28716dc32aaa930a|WMA_360754d46ad48d65|89754,1.00000000,0.34262841,0.34262841,3,0.42857143,0.99865478,0.26204810,0.02380952,1,0,0
internal_blind,26864391,D0,7,,WMA_28f03f5402a0cd3a|WMA_2709289b9f69749a|WMA_08f93e69ba81f662|WMA_c268f9415557b224|WMA_28716dc32aaa930a|WMA_360754d46ad48d65|89754,1.00000000,0.27305377,0.27305377,3,0.42857143,0.99865478,0.26204810,0.02380952,1,0,0
internal_blind,26864391,D1,7,,WMA_28f03f5402a0cd3a|WMA_2709289b9f69749a|WMA_08f93e69ba81f662|WMA_c268f9415557b224|WMA_28716dc32aaa930a|WMA_360754d46ad48d65|89754,1.00000000,0.27305377,0.27305377,3,0.42857143,0.99865478,0.26204810,0.02380952,1,0,0
internal_blind,26864391,D2,7,,WMA_eed313e303264b12|WMA_2709289b9f69749a|WMA_28f03f5402a0cd3a|WMA_08f93e69ba81f662|WMA_c268f9415557b224|WMA_28716dc32aaa930a|WMA_360754d46ad48d65,1.00000000,0.25901530,0.25901530,3,0.42857143,0.99838798,0.26661257,0.04761905,1,0,0
internal_blind,26864391,D3_TFIDF,7,,WMA_eed313e303264b12|WMA_2709289b9f69749a|WMA_28f03f5402a0cd3a|WMA_08f93e69ba81f662|WMA_c268f9415557b224|WMA_28716dc32aaa930a|WMA_360754d46ad48d65,1.00000000,0.25901530,0.25901530,3,0.42857143,0.99838798,0.26661257,0.04761905,1,0,0
internal_blind,26864391,MMR,7,0.60000000,WMA_2709289b9f69749a|89754|WMA_360754d46ad48d65|WMA_eed313e303264b12|WMA_28716dc32aaa930a|WMA_c268f9415557b224|WMA_08f93e69ba81f662,1.00000000,0.32858994,0.32858994,3,0.42857143,0.99769938,0.23719113,0.03174603,1,0,0
internal_blind,27724050,B0,3,,WMA_f7a593b4b802fc8a|179378|11233,1.00000000,1.00000000,0.46900009,4,2.00000000,0.85407195,0.24731550,0.44444444,1,0,0
internal_blind,27724050,D0,3,,WMA_f7a593b4b802fc8a|11233|179378,1.00000000,1.00000000,0.46900009,4,2.00000000,0.85407195,0.24731550,0.44444444,1,0,0
internal_blind,27724050,D1,3,,WMA_f7a593b4b802fc8a|11233|179378,1.00000000,1.00000000,0.46900009,4,2.00000000,0.85407195,0.24731550,0.44444444,1,0,0
internal_blind,27724050,D2,3,,WMA_f7a593b4b802fc8a|178112|179378,1.00000000,1.00000000,0.46900009,4,2.00000000,0.84507090,0.17401775,0.41666667,1,0,0
internal_blind,27724050,D3_TFIDF,3,,WMA_f7a593b4b802fc8a|178112|179378,1.00000000,1.00000000,0.46900009,4,2.00000000,0.84507090,0.17401775,0.41666667,1,0,0
internal_blind,27724050,MMR,3,0.60000000,WMA_f7a593b4b802fc8a|179378|178112,1.00000000,1.00000000,0.46900009,4,2.00000000,0.84507090,0.17401775,0.41666667,1,0,0
internal_blind,27724050,B0,5,,WMA_f7a593b4b802fc8a|179378|11233|178112|224380,1.00000000,0.86879492,0.56378846,4,1.60000000,0.79019573,0.16466160,0.20833333,1,0,0
internal_blind,27724050,D0,5,,WMA_f7a593b4b802fc8a|11233|179378|224380|178103,1.00000000,0.85393165,0.55414321,4,1.60000000,0.73789884,0.20255827,0.31666667,1,0,0
internal_blind,27724050,D1,5,,WMA_f7a593b4b802fc8a|11233|179378|224380|178103,1.00000000,0.85393165,0.55414321,4,1.60000000,0.73789884,0.20255827,0.31666667,1,0,0
internal_blind,27724050,D2,5,,WMA_f7a593b4b802fc8a|178112|179378|11233|WMA_1451486313ef0a0c,1.00000000,1.00000000,0.64893158,5,2.00000000,0.76607459,0.20371272,0.39333333,1,0,0
internal_blind,27724050,D3_TFIDF,5,,WMA_f7a593b4b802fc8a|178112|179378|11233|WMA_1451486313ef0a0c,1.00000000,1.00000000,0.64893158,5,2.00000000,0.76607459,0.20371272,0.39333333,1,0,0
internal_blind,27724050,MMR,5,0.60000000,WMA_f7a593b4b802fc8a|179378|178112|224380|216349,1.00000000,0.85393165,0.55414321,4,1.60000000,0.74795773,0.09994157,0.30000000,1,0,0
internal_blind,27724050,B0,7,,WMA_f7a593b4b802fc8a|179378|11233|178112|224380|16158|WMA_1451486313ef0a0c,1.00000000,0.89366332,0.71555065,5,1.71428571,0.73069779,0.18942235,0.33809524,1,0,0
internal_blind,27724050,D0,7,,WMA_f7a593b4b802fc8a|11233|179378|224380|178103|16158|WMA_1451486313ef0a0c,1.00000000,0.88161721,0.70590540,5,1.71428571,0.69334287,0.20033837,0.41746032,1,0,0
internal_blind,27724050,D1,7,,WMA_f7a593b4b802fc8a|11233|179378|224380|178103|16158|WMA_1451486313ef0a0c,1.00000000,0.88161721,0.70590540,5,1.71428571,0.69334287,0.20033837,0.41746032,1,0,0
internal_blind,27724050,D2,7,,WMA_f7a593b4b802fc8a|178112|179378|11233|WMA_1451486313ef0a0c|16158|178103,1.00000000,1.00000000,0.80069377,5,2.00000000,0.70190672,0.17732115,0.48095238,1,0,0
internal_blind,27724050,D3_TFIDF,7,,WMA_f7a593b4b802fc8a|178112|179378|11233|WMA_1451486313ef0a0c|16158|178103,1.00000000,1.00000000,0.80069377,5,2.00000000,0.70190672,0.17732115,0.48095238,1,0,0
internal_blind,27724050,MMR,7,0.60000000,WMA_f7a593b4b802fc8a|179378|178112|224380|216349|11233|16158,1.00000000,0.88161721,0.70590540,4,1.71428571,0.73017863,0.13188008,0.35714286,1,0,0
internal_blind,28207163,B0,3,,83864|27395|17450,1.00000000,0.00000000,0.00000000,4,0.00000000,0.92566085,0.35801059,0.33333333,1,0,0
internal_blind,28207163,D0,3,,24830|27395|17450,1.00000000,0.00000000,0.00000000,4,0.00000000,0.89328190,0.52187815,0.66666667,1,0,0
internal_blind,28207163,D1,3,,24830|27395|17450,1.00000000,0.00000000,0.00000000,4,0.00000000,0.89328190,0.52187815,0.66666667,1,0,0
internal_blind,28207163,D2,3,,114007|83864|18258,1.00000000,0.00000000,0.00000000,3,0.00000000,0.86352889,0.13171006,0.16666667,1,0,0
internal_blind,28207163,D3_TFIDF,3,,114007|83864|18258,1.00000000,0.00000000,0.00000000,3,0.00000000,0.86352889,0.13171006,0.16666667,1,0,0
internal_blind,28207163,MMR,3,0.60000000,83864|27395|20482,1.00000000,0.00000000,0.00000000,4,0.00000000,0.91421103,0.04620556,0.25000000,1,0,0
internal_blind,28207163,B0,5,,83864|27395|17450|20482|24830,1.00000000,0.00000000,0.00000000,4,0.00000000,0.89879745,0.22693627,0.40000000,1,0,0
internal_blind,28207163,D0,5,,24830|27395|17450|20482|83864,1.00000000,0.00000000,0.00000000,4,0.00000000,0.89879745,0.22693627,0.40000000,1,0,0
internal_blind,28207163,D1,5,,24830|27395|17450|20482|83864,1.00000000,0.00000000,0.00000000,4,0.00000000,0.89879745,0.22693627,0.40000000,1,0,0
internal_blind,28207163,D2,5,,114007|83864|18258|27395|17450,1.00000000,0.00000000,0.00000000,4,0.00000000,0.88727982,0.18965024,0.35000000,1,0,0
internal_blind,28207163,D3_TFIDF,5,,114007|83864|18258|27395|17450,1.00000000,0.00000000,0.00000000,4,0.00000000,0.88727982,0.18965024,0.35000000,1,0,0
internal_blind,28207163,MMR,5,0.60000000,83864|27395|20482|114007|18258,1.00000000,0.00000000,0.00000000,4,0.00000000,0.88040993,0.07759558,0.25833333,1,0,0
internal_blind,28207163,B0,7,,83864|27395|17450|20482|24830|114007|18258,1.00000000,0.00000000,0.00000000,4,0.00000000,0.87905769,0.15572434,0.37301587,1,0,0
internal_blind,28207163,D0,7,,24830|27395|17450|20482|83864|114007|150910,1.00000000,0.00000000,0.00000000,4,0.00000000,0.84835918,0.18098744,0.39682540,1,0,0
internal_blind,28207163,D1,7,,24830|27395|17450|20482|83864|114007|150910,1.00000000,0.00000000,0.00000000,4,0.00000000,0.84835918,0.18098744,0.39682540,1,0,0
internal_blind,28207163,D2,7,,114007|83864|18258|27395|17450|24830|20482,1.00000000,0.00000000,0.00000000,4,0.00000000,0.87905769,0.15572434,0.37301587,1,0,0
internal_blind,28207163,D3_TFIDF,7,,114007|83864|18258|27395|17450|24830|20482,1.00000000,0.00000000,0.00000000,4,0.00000000,0.87905769,0.15572434,0.37301587,1,0,0
internal_blind,28207163,MMR,7,0.60000000,83864|27395|20482|114007|18258|24830|150910,1.00000000,0.00000000,0.00000000,4,0.00000000,0.83566303,0.12659744,0.32142857,1,0,0
internal_blind,28916348,B0,3,,202015|211034|211031,1.00000000,0.00000000,0.00000000,3,0.00000000,0.92512433,0.49413036,0.33333333,1,0,0
internal_blind,28916348,D0,3,,211034|202015|211031,1.00000000,0.00000000,0.00000000,3,0.00000000,0.92512433,0.49413036,0.33333333,1,0,0
internal_blind,28916348,D1,3,,201960|202015|211034,1.00000000,0.00000000,0.00000000,4,0.00000000,0.81465685,0.26849574,0.25000000,1,0,0
internal_blind,28916348,D2,3,,211031|202015|211034,1.00000000,0.00000000,0.00000000,3,0.00000000,0.92512433,0.49413036,0.33333333,1,0,0
internal_blind,28916348,D3_TFIDF,3,,WMA_2643164b10a1fb11|202015|211031,1.00000000,0.00000000,0.00000000,3,0.00000000,0.81107301,0.26075443,0.22222222,1,0,0
internal_blind,28916348,MMR,3,0.60000000,202015|211034|199259,1.00000000,0.00000000,0.00000000,3,0.00000000,0.84531305,0.20284727,0.22222222,1,0,0
internal_blind,28916348,B0,5,,202015|211034|211031|199259|WMA_2643164b10a1fb11,1.00000000,0.00000000,0.00000000,3,0.00000000,0.80399727,0.27670001,0.46666667,1,0,0
internal_blind,28916348,D0,5,,211034|202015|211031|199259|WMA_2643164b10a1fb11,1.00000000,0.00000000,0.00000000,3,0.00000000,0.80399727,0.27670001,0.46666667,1,0,0
internal_blind,28916348,D1,5,,201960|202015|211034|211031|199259,1.00000000,0.00000000,0.00000000,4,0.00000000,0.80175678,0.30369848,0.43333333,1,0,0
internal_blind,28916348,D2,5,,211031|202015|211034|199259|WMA_2643164b10a1fb11,1.00000000,0.00000000,0.00000000,3,0.00000000,0.80399727,0.27670001,0.46666667,1,0,0
internal_blind,28916348,D3_TFIDF,5,,WMA_2643164b10a1fb11|202015|211031|211034|199259,1.00000000,0.00000000,0.00000000,3,0.00000000,0.80399727,0.27670001,0.46666667,1,0,0
internal_blind,28916348,MMR,5,0.60000000,202015|211034|199259|WMA_2643164b10a1fb11|211031,1.00000000,0.00000000,0.00000000,3,0.00000000,0.80399727,0.27670001,0.46666667,1,0,0
internal_blind,28916348,B0,7,,202015|211034|211031|199259|WMA_2643164b10a1fb11|201960|14735,1.00000000,0.00000000,0.00000000,4,0.00000000,0.71815970,0.28190293,0.46031746,1,0,0
internal_blind,28916348,D0,7,,211034|202015|211031|199259|WMA_2643164b10a1fb11|201960|WMA_03e1ccdbb467ccaa,1.00000000,0.00000000,0.00000000,4,0.00000000,0.65585656,0.20479374,0.34126984,1,0,0
internal_blind,28916348,D1,7,,201960|202015|211034|211031|199259|14735|WMA_2643164b10a1fb11,1.00000000,0.00000000,0.00000000,4,0.00000000,0.71815970,0.28190293,0.46031746,1,0,0
internal_blind,28916348,D2,7,,211031|202015|211034|199259|WMA_2643164b10a1fb11|201960|14735,1.00000000,0.00000000,0.00000000,4,0.00000000,0.71815970,0.28190293,0.46031746,1,0,0
internal_blind,28916348,D3_TFIDF,7,,WMA_2643164b10a1fb11|202015|211031|211034|199259|201960|14735,1.00000000,0.00000000,0.00000000,4,0.00000000,0.71815970,0.28190293,0.46031746,1,0,0
internal_blind,28916348,MMR,7,0.60000000,202015|211034|199259|WMA_2643164b10a1fb11|211031|201960|14735,1.00000000,0.00000000,0.00000000,4,0.00000000,0.71815970,0.28190293,0.46031746,1,0,0
internal_blind,290634,B0,3,,WMA_d45cfb4424b2cbda|142739|193139,1.00000000,0.27541155,0.27541155,2,0.33333333,0.64900121,0.11230806,0.00000000,1,1,1
internal_blind,290634,D0,3,,193139|WMA_d45cfb4424b2cbda|142739,1.00000000,0.17376534,0.17376534,2,0.33333333,0.64900121,0.11230806,0.00000000,1,1,1
internal_blind,290634,D1,3,,123949|WMA_d45cfb4424b2cbda|142739,1.00000000,0.17376534,0.17376534,4,0.33333333,0.58452303,0.05175214,0.00000000,1,1,1
internal_blind,290634,D2,3,,11227|WMA_d45cfb4424b2cbda|142739,1.00000000,0.17376534,0.17376534,2,0.33333333,0.61290231,0.06517253,0.00000000,1,1,1
internal_blind,290634,D3_TFIDF,3,,123949|WMA_d45cfb4424b2cbda|142739,1.00000000,0.17376534,0.17376534,4,0.33333333,0.58452303,0.05175214,0.00000000,1,1,1
internal_blind,290634,MMR,3,0.60000000,WMA_d45cfb4424b2cbda|142739|193139,1.00000000,0.27541155,0.27541155,2,0.33333333,0.64900121,0.11230806,0.00000000,1,1,1
internal_blind,290634,B0,5,,WMA_d45cfb4424b2cbda|142739|193139|11227|173154,1.00000000,0.27541155,0.27541155,3,0.20000000,0.40715730,0.07994245,0.13333333,1,1,1
internal_blind,290634,D0,5,,193139|WMA_d45cfb4424b2cbda|142739|123949|11227,1.00000000,0.17376534,0.17376534,5,0.20000000,0.40653700,0.12037523,0.10333333,1,1,1
internal_blind,290634,D1,5,,123949|WMA_d45cfb4424b2cbda|142739|11227|193139,1.00000000,0.17376534,0.17376534,5,0.20000000,0.40653700,0.12037523,0.10333333,1,1,1
internal_blind,290634,D2,5,,11227|WMA_d45cfb4424b2cbda|142739|193139|173154,1.00000000,0.17376534,0.17376534,3,0.20000000,0.40715730,0.07994245,0.13333333,1,1,1
internal_blind,290634,D3_TFIDF,5,,123949|WMA_d45cfb4424b2cbda|142739|193139|173154,1.00000000,0.17376534,0.17376534,4,0.20000000,0.39012973,0.09001970,0.12500000,1,1,1
internal_blind,290634,MMR,5,0.60000000,WMA_d45cfb4424b2cbda|142739|193139|11227|WMA_fa5a060e02fe9276,1.00000000,0.27541155,0.27541155,4,0.20000000,0.40680093,0.08141827,0.10000000,1,1,1
internal_blind,290634,B0,7,,WMA_d45cfb4424b2cbda|142739|193139|11227|173154|33891|WMA_fa5a060e02fe9276,1.00000000,0.27541155,0.27541155,5,0.14285714,0.29147070,0.07755248,0.19047619,1,1,1
internal_blind,290634,D0,7,,193139|WMA_d45cfb4424b2cbda|142739|123949|11227|68902|194766,1.00000000,0.17376534,0.17376534,5,0.14285714,0.29040338,0.09963337,0.23492063,1,1,1
internal_blind,290634,D1,7,,123949|WMA_d45cfb4424b2cbda|142739|11227|193139|33891|173154,1.00000000,0.17376534,0.17376534,5,0.14285714,0.29128218,0.09957769,0.18809524,1,1,1
internal_blind,290634,D2,7,,11227|WMA_d45cfb4424b2cbda|142739|193139|173154|88101|60725,1.00000000,0.44917690,0.44917690,4,0.42857143,0.29101419,0.10214617,0.23809524,1,1,1
internal_blind,290634,D3_TFIDF,7,,123949|WMA_d45cfb4424b2cbda|142739|193139|173154|88101|60725,1.00000000,0.44917690,0.44917690,4,0.42857143,0.27885165,0.10954522,0.23015873,1,1,1
internal_blind,290634,MMR,7,0.60000000,WMA_d45cfb4424b2cbda|142739|193139|11227|WMA_fa5a060e02fe9276|173154|68902,1.00000000,0.27541155,0.27541155,4,0.14285714,0.29106966,0.07026097,0.21031746,1,1,1
internal_blind,30003738,B0,3,,57447|WMA_05aac8d02ef80df9|122754,1.00000000,1.00000000,0.46900009,4,1.00000000,0.86181657,0.35857896,0.66666667,1,0,0
internal_blind,30003738,D0,3,,57447|WMA_41829fbf396cff83|45471,1.00000000,1.00000000,0.46900009,4,1.00000000,0.83926582,0.34932714,0.83333333,1,0,0
internal_blind,30003738,D1,3,,57447|122754|99026,1.00000000,1.00000000,0.46900009,4,1.00000000,0.82986389,0.12464997,0.50000000,1,0,0
internal_blind,30003738,D2,3,,57447|WMA_05aac8d02ef80df9|45471,1.00000000,1.00000000,0.46900009,4,1.00000000,0.85327830,0.34080156,0.83333333,1,0,0
internal_blind,30003738,D3_TFIDF,3,,45471|122754|WMA_193c4096ee7c001a,1.00000000,1.00000000,0.46900009,4,1.00000000,0.81159053,0.08044969,0.63888889,1,0,0
internal_blind,30003738,MMR,3,0.60000000,57447|WMA_41829fbf396cff83|122754,1.00000000,1.00000000,0.46900009,4,1.00000000,0.84780409,0.06958811,0.63888889,1,0,0
internal_blind,30003738,B0,5,,57447|WMA_05aac8d02ef80df9|122754|WMA_193c4096ee7c001a|149467,1.00000000,1.00000000,0.64893158,4,1.00000000,0.84050361,0.43829130,0.63333333,1,0,0
internal_blind,30003738,D0,5,,57447|WMA_41829fbf396cff83|45471|122754|149467,1.00000000,1.00000000,0.64893158,4,1.00000000,0.82970151,0.21346590,0.65000000,1,0,0
internal_blind,30003738,D1,5,,57447|122754|99026|WMA_05aac8d02ef80df9|149467,1.00000000,1.00000000,0.64893158,4,1.00000000,0.82793304,0.31367232,0.57500000,1,0,0
internal_blind,30003738,D2,5,,57447|WMA_05aac8d02ef80df9|45471|149467|WMA_41829fbf396cff83,1.00000000,1.00000000,0.64893158,4,1.00000000,0.83357420,0.34779061,0.73333333,1,0,0
internal_blind,30003738,D3_TFIDF,5,,45471|122754|WMA_193c4096ee7c001a|57447|WMA_05aac8d02ef80df9,1.00000000,1.00000000,0.64893158,4,1.00000000,0.83910905,0.29050417,0.74166667,1,0,0
internal_blind,30003738,MMR,5,0.60000000,57447|WMA_41829fbf396cff83|122754|99026|149467,1.00000000,1.00000000,0.64893158,4,1.00000000,0.81952555,0.16275080,0.55833333,1,0,0
internal_blind,30003738,B0,7,,57447|WMA_05aac8d02ef80df9|122754|WMA_193c4096ee7c001a|149467|WMA_41829fbf396cff83|45471,1.00000000,1.00000000,0.80069377,4,1.00000000,0.82908305,0.28929538,0.69047619,1,0,0
internal_blind,30003738,D0,7,,57447|WMA_41829fbf396cff83|45471|122754|149467|WMA_05aac8d02ef80df9|WMA_193c4096ee7c001a,1.00000000,1.00000000,0.80069377,4,1.00000000,0.82908305,0.28929538,0.69047619,1,0,0
internal_blind,30003738,D1,7,,57447|122754|99026|WMA_05aac8d02ef80df9|149467|WMA_193c4096ee7c001a|WMA_41829fbf396cff83,1.00000000,1.00000000,0.80069377,4,1.00000000,0.82181451,0.27674723,0.64682540,1,0,0
internal_blind,30003738,D2,7,,57447|WMA_05aac8d02ef80df9|45471|149467|WMA_41829fbf396cff83|122754|99026,1.00000000,1.00000000,0.80069377,4,1.00000000,0.82010407,0.23785432,0.63888889,1,0,0
