split,qid,method,k,lambda,selected_doc_ids,selected_scores,demand_cov,ndcg_10,unique_demand_count,mean_gold_relevance,mean_reranker_score,mean_pairwise_similarity,redundancy,jaccard_vs_b0,replacement_count_vs_b0
internal_blind,30595742,D3_TFIDF,5,,67957|WMA_09d041e3a460d02b|37543|51686|90612,0.99238104;0.98278046;0.92350972;0.80989552;0.59363556,1.00000000,0.14880124,4,0.40000000,0.86044046,0.09207464,0.40833333,0.66666667,1
internal_blind,30652049,B0,5,,WMA_73f9d5610af993cb|WMA_2afb80360f0ff8b7|132514|WMA_6dbeeea61c7d0a69|WMA_e4baba983eea1f7e,0.99126983;0.91398805;0.89288974;0.52861071;0.38767070,1.00000000,0.30657360,4,0.20000000,0.74288580,0.20534353,0.02500000,1.00000000,0
internal_blind,30652049,MMR,5,0.60000000,WMA_73f9d5610af993cb|132514|WMA_2afb80360f0ff8b7|WMA_6dbeeea61c7d0a69|119160,0.99126983;0.91398805;0.89288974;0.52861071;0.34711760,1.00000000,0.38685281,4,0.20000000,0.73477519,0.13761794,0.07500000,0.66666667,1
internal_blind,30652049,D3_TFIDF,5,,WMA_73f9d5610af993cb|WMA_2afb80360f0ff8b7|132514|WMA_6dbeeea61c7d0a69|WMA_e4baba983eea1f7e,0.99126983;0.91398805;0.89288974;0.52861071;0.38767070,1.00000000,0.30657360,4,0.20000000,0.74288580,0.20534353,0.02500000,1.00000000,0
internal_blind,30718273,B0,5,,WMA_b703e7b298d4f77c|WMA_4aa6cea05f69ca9a|WMA_09965ca12e613ed2|48801|WMA_680330d218733e10,0.93807596;0.93580258;0.91882271;0.57067496;0.53727245,0.66666667,0.47036528,3,0.40000000,0.78012973,0.13658521,0.50000000,1.00000000,0
internal_blind,30718273,MMR,5,0.60000000,WMA_b703e7b298d4f77c|WMA_09965ca12e613ed2|WMA_4aa6cea05f69ca9a|35800|48801,0.93807596;0.93580258;0.91882271;0.57067496;0.50539154,0.66666667,0.33916021,3,0.20000000,0.77375355,0.11102642,0.50000000,0.66666667,1
internal_blind,30718273,D3_TFIDF,5,,WMA_b703e7b298d4f77c|WMA_4aa6cea05f69ca9a|WMA_09965ca12e613ed2|48801|WMA_680330d218733e10,0.93807596;0.93580258;0.91882271;0.57067496;0.53727245,0.66666667,0.47036528,3,0.40000000,0.78012973,0.13658521,0.50000000,1.00000000,0
internal_blind,30783696,B0,5,,WMA_dfe6e7294d5abe8c|WMA_1fa73a109a4d2c0c|51672|41931|78839,0.99996090;0.99870086;0.99576676;0.99144965;0.98994118,0.50000000,0.38779095,4,1.40000000,0.99516387,0.17010738,0.65000000,1.00000000,0
internal_blind,30783696,MMR,5,0.60000000,WMA_dfe6e7294d5abe8c|151664|41931|51672|161516,0.99996090;0.99576676;0.99144965;0.98830986;0.96982580,1.00000000,0.50628153,4,1.60000000,0.98906260,0.11953859,0.77500000,0.42857143,2
internal_blind,30783696,D3_TFIDF,5,,WMA_1fa73a109a4d2c0c|WMA_dfe6e7294d5abe8c|51672|78839|151664,0.99996090;0.99870086;0.99576676;0.98994118;0.98830986,1.00000000,0.38779095,5,1.40000000,0.99453591,0.17229789,0.57666667,0.66666667,1
internal_blind,31004642,B0,5,,WMA_bb2b2e3bd2689dd2|128200|52|31097|115258,0.99764866;0.99277699;0.98827386;0.98646891;0.97651243,1.00000000,0.62070291,5,0.80000000,0.98833617,0.15344544,0.40000000,1.00000000,0
internal_blind,31004642,MMR,5,0.60000000,WMA_bb2b2e3bd2689dd2|31097|128200|115258|52,0.99764866;0.99277699;0.98827386;0.98646891;0.97651243,1.00000000,0.63129706,5,0.80000000,0.98833617,0.15344544,0.40000000,1.00000000,0
internal_blind,31004642,D3_TFIDF,5,,WMA_bb2b2e3bd2689dd2|128200|52|31097|115258,0.99764866;0.99277699;0.98827386;0.98646891;0.97651243,1.00000000,0.62070291,5,0.80000000,0.98833617,0.15344544,0.40000000,1.00000000,0
internal_blind,31582728,B0,5,,166526|155593|161341|8272|14471,0.39180151;0.32055923;0.25765872;0.22756875;0.22705808,1.00000000,0.55314647,1,0.40000000,0.28492926,0.20340373,0.10000000,1.00000000,0
internal_blind,31582728,MMR,5,0.60000000,166526|155593|161341|14471|8272,0.39180151;0.32055923;0.25765872;0.22756875;0.22705808,1.00000000,0.55314647,1,0.40000000,0.28492926,0.20340373,0.10000000,1.00000000,0
internal_blind,31582728,D3_TFIDF,5,,166526|155593|161341|8272|14471,0.39180151;0.32055923;0.25765872;0.22756875;0.22705808,1.00000000,0.55314647,1,0.40000000,0.28492926,0.20340373,0.10000000,1.00000000,0
internal_blind,31612771,B0,5,,WMA_7b86e0d40e0e12aa|WMA_584ae0d5559d497d|WMA_9694d540c7016aaf|WMA_503bf7fa726adc11|30087,0.99990094;0.99906367;0.99869663;0.99865639;0.99856478,1.00000000,0.46948980,3,1.60000000,0.99897648,0.27541539,0.43333333,1.00000000,0
internal_blind,31612771,MMR,5,0.60000000,WMA_7b86e0d40e0e12aa|WMA_a80a609d1fb91782|17955|48937|WMA_503bf7fa726adc11,0.99990094;0.99865639;0.99251318;0.98413533;0.98327935,1.00000000,0.27730544,5,1.00000000,0.99169704,0.11427833,0.30666667,0.25000000,3
internal_blind,31612771,D3_TFIDF,5,,WMA_503bf7fa726adc11|WMA_9694d540c7016aaf|30087|WMA_47f395d0903c85ea|WMA_7b86e0d40e0e12aa,0.99990094;0.99869663;0.99865639;0.99856478;0.97963494,1.00000000,0.54695142,4,1.60000000,0.99509073,0.25756221,0.47500000,0.66666667,1
internal_blind,31662958,B0,5,,WMA_afa2ace471f7163a|WMA_e747290e05dd7b0f|WMA_8f45de37f4bb022b|121531|WMA_8e4536a026d2f6ef,0.97480237;0.96319503;0.94567561;0.93345261;0.89244831,1.00000000,0.57556765,5,1.80000000,0.94191478,0.18717194,0.47500000,1.00000000,0
internal_blind,31662958,MMR,5,0.60000000,WMA_afa2ace471f7163a|WMA_e747290e05dd7b0f|121531|WMA_8f45de37f4bb022b|172621,0.97480237;0.96319503;0.94567561;0.93345261;0.86909288,1.00000000,0.58573933,5,1.80000000,0.93724370,0.08053860,0.39333333,0.66666667,1
internal_blind,31662958,D3_TFIDF,5,,WMA_afa2ace471f7163a|WMA_e747290e05dd7b0f|172621|WMA_8f45de37f4bb022b|169986,0.97480237;0.96319503;0.94567561;0.86909288;0.85596436,1.00000000,0.58573933,5,1.80000000,0.92174605,0.15053534,0.41000000,0.42857143,2
internal_blind,31966374,B0,5,,WMA_6723cd2decc8bb50|WMA_8e12e0254fee6f6e|WMA_55c2297105c607ab|WMA_074a16ac276adc1b|WMA_7ad99b11f31e0159,0.95405209;0.95227063;0.90403306;0.88764179;0.78042245,1.00000000,0.50058878,5,0.80000000,0.89568400,0.09989911,0.29000000,1.00000000,0
internal_blind,31966374,MMR,5,0.60000000,WMA_6723cd2decc8bb50|WMA_8e12e0254fee6f6e|WMA_55c2297105c607ab|WMA_074a16ac276adc1b|WMA_7ad99b11f31e0159,0.95405209;0.95227063;0.90403306;0.88764179;0.78042245,1.00000000,0.50058878,5,0.80000000,0.89568400,0.09989911,0.29000000,1.00000000,0
internal_blind,31966374,D3_TFIDF,5,,WMA_55c2297105c607ab|WMA_6723cd2decc8bb50|WMA_074a16ac276adc1b|WMA_7ad99b11f31e0159|70911,0.95405209;0.90403306;0.88764179;0.78042245;0.77361917,1.00000000,0.64238326,5,0.80000000,0.85995371,0.12815037,0.25666667,0.66666667,1
internal_blind,32080415,B0,5,,WMA_a9a0b4d374e10909|WMA_672cfa8c1a213782|WMA_0c77497d3959a879|WMA_b4d86bf7fa1dbb9e|WMA_4b2f0b2472c32876,0.99936348;0.99613249;0.99600488;0.99158317;0.99017513,1.00000000,0.56378846,4,0.80000000,0.99465183,0.32249171,0.55833333,1.00000000,0
internal_blind,32080415,MMR,5,0.60000000,WMA_a9a0b4d374e10909|WMA_4b2f0b2472c32876|66224|WMA_0c77497d3959a879|148910,0.99936348;0.99600488;0.99017513;0.95041448;0.82663113,1.00000000,0.31488013,4,0.40000000,0.95251782,0.10302558,0.63333333,0.42857143,2
internal_blind,32080415,D3_TFIDF,5,,WMA_672cfa8c1a213782|WMA_0c77497d3959a879|66224|WMA_dd9d35114b964f16|WMA_82c6ec8bc7f09882,0.99613249;0.99600488;0.95041448;0.93597585;0.93531942,1.00000000,0.53888569,3,0.80000000,0.96276942,0.19243692,0.36666667,0.25000000,3
internal_blind,32256902,B0,5,,WMA_00f3bfcf78e8b0fb|WMA_16b490e2f7bd8897|WMA_f3861d851dad2ebd|WMA_e3a25b7556d92e51|209178,0.99500763;0.39634204;0.30641040;0.11852409;0.09709125,1.00000000,0.70445566,3,1.60000000,0.38267508,0.18247262,0.65000000,1.00000000,0
internal_blind,32256902,MMR,5,0.60000000,WMA_00f3bfcf78e8b0fb|WMA_16b490e2f7bd8897|WMA_f3861d851dad2ebd|209178|101794,0.99500763;0.39634204;0.30641040;0.09709125;0.06174091,1.00000000,0.61535114,3,1.40000000,0.37131845,0.18111562,0.63333333,0.66666667,1
internal_blind,32256902,D3_TFIDF,5,,WMA_00f3bfcf78e8b0fb|WMA_16b490e2f7bd8897|209178|WMA_3a793af51597f3dc|WMA_5ecce60c039be4cb,0.99500763;0.39634204;0.09709125;0.03252746;0.02375804,1.00000000,0.51190399,4,1.20000000,0.30894529,0.10424957,0.45833333,0.42857143,2
internal_blind,323025,B0,5,,WMA_3c5cc2b71cc6943a|76617|WMA_e88b7bee08816b45|WMA_1ea01c029eaaa3b0|WMA_8343f1130aa9c832,0.99832135;0.99226272;0.98484194;0.97205782;0.96031040,1.00000000,0.54429189,5,1.00000000,0.98155885,0.13481807,0.30666667,1.00000000,0
internal_blind,323025,MMR,5,0.60000000,WMA_3c5cc2b71cc6943a|WMA_e88b7bee08816b45|76617|WMA_1ea01c029eaaa3b0|WMA_291e22525536cccd,0.99832135;0.99226272;0.98484194;0.97205782;0.89888734,1.00000000,0.64342943,5,1.20000000,0.96927423,0.11602169,0.57166667,0.66666667,1
internal_blind,323025,D3_TFIDF,5,,WMA_291e22525536cccd|WMA_e88b7bee08816b45|WMA_1ea01c029eaaa3b0|WMA_8343f1130aa9c832|WMA_d0acc22d7fbe02a5,0.98484194;0.97205782;0.96031040;0.89888734;0.40931791,1.00000000,0.57761256,5,1.00000000,0.84508308,0.12708725,0.37166667,0.42857143,2
internal_blind,323411,B0,5,,WMA_7f12472d66423378|59650|84848|32213|32214,0.99990749;0.99983227;0.99974948;0.99961084;0.99953973,1.00000000,0.64893158,5,1.00000000,0.99972796,0.20705916,0.51000000,1.00000000,0
internal_blind,323411,MMR,5,0.60000000,WMA_7f12472d66423378|32213|84848|WMA_ab819b0742519f03|142185,0.99990749;0.99974948;0.99961084;0.99903882;0.99157190,1.00000000,0.64893158,5,1.00000000,0.99797571,0.10851226,0.43500000,0.42857143,2
internal_blind,323411,D3_TFIDF,5,,32214|84848|WMA_fe4e73f23cb9fe3c|WMA_475560b0075a8bb8|WMA_ab819b0742519f03,0.99974948;0.99953973;0.99873763;0.99792933;0.99157190,1.00000000,0.64893158,3,1.00000000,0.99750562,0.11342481,0.61666667,0.25000000,3
internal_blind,32579555,B0,5,,WMA_d6d25559e6df1959|114028|12376|219041|154423,0.99974221;0.99093103;0.99093103;0.99093103;0.98783487,1.00000000,0.40734721,4,1.40000000,0.99207404,0.31905696,0.75000000,1.00000000,0
internal_blind,32579555,MMR,5,0.60000000,WMA_d6d25559e6df1959|114028|154423|52655|163596,0.99974221;0.99093103;0.98783487;0.97468150;0.97367132,1.00000000,0.25784680,4,1.00000000,0.98537219,0.06977281,0.45000000,0.42857143,2
internal_blind,32579555,D3_TFIDF,5,,WMA_5b19f83aa1b876ef|WMA_d6d25559e6df1959|13145|52655|WMA_2847aba510f9341f,0.99974221;0.98284608;0.97367132;0.97263497;0.77704132,1.00000000,0.40891850,4,1.20000000,0.94118718,0.17197500,0.35833333,0.11111111,4
internal_blind,338292,B0,5,,WMA_155156b33b98d874|WMA_6a668beaa657325e|WMA_7d0b161f7b0507a4|189040|36899,0.99952006;0.99212402;0.98938960;0.98452157;0.98025262,0.33333333,0.55314647,2,0.40000000,0.98916157,0.16303654,0.45000000,1.00000000,0
internal_blind,338292,MMR,5,0.60000000,WMA_155156b33b98d874|WMA_a282089fe96783d7|36899|WMA_7d0b161f7b0507a4|189040,0.99952006;0.98938960;0.98452157;0.98025262;0.95168173,0.33333333,0.33916021,2,0.20000000,0.98107312,0.06617168,0.45000000,0.66666667,1
internal_blind,338292,D3_TFIDF,5,,212674|WMA_155156b33b98d874|189040|36901|36903,0.99952006;0.98452157;0.94000220;0.93422186;0.90932477,0.66666667,0.55314647,3,0.40000000,0.95351809,0.09214630,0.16666667,0.25000000,3
internal_blind,34354068,B0,5,,31066|8213|187026|177475|152133,0.98301017;0.97918826;0.97212052;0.93591607;0.92722458,1.00000000,0.64893158,4,1.00000000,0.95949192,0.14914860,0.68333333,1.00000000,0
internal_blind,34354068,MMR,5,0.60000000,31066|8213|152133|187026|177475,0.98301017;0.97918826;0.97212052;0.93591607;0.92722458,1.00000000,0.64893158,4,1.00000000,0.95949192,0.14914860,0.68333333,1.00000000,0
internal_blind,34354068,D3_TFIDF,5,,31066|187026|102640|44059|151792,0.98301017;0.97212052;0.85699725;0.85471594;0.82196766,1.00000000,0.64893158,5,1.00000000,0.89776231,0.17971203,0.63166667,0.25000000,3
internal_blind,34675524,B0,5,,31506|214099|116360|163893|131149,0.98819155;0.98621273;0.98615801;0.98314387;0.98131770,1.00000000,0.64893158,5,2.00000000,0.98500477,0.18221929,0.82500000,1.00000000,0
internal_blind,34675524,MMR,5,0.60000000,31506|116360|163893|131149|117099,0.98819155;0.98615801;0.98314387;0.98131770;0.97175175,1.00000000,0.59216950,5,1.80000000,0.98211257,0.13634579,0.67666667,0.66666667,1
internal_blind,34675524,D3_TFIDF,5,,31506|49589|117099|214099|116360,0.98819155;0.98621273;0.98615801;0.97175175;0.91270077,1.00000000,0.43670521,5,1.40000000,0.96900296,0.14240173,0.67666667,0.42857143,2
internal_blind,347212,B0,5,,WMA_7a783903a8b2005a|7242|13601|78924|216968,0.96012419;0.92431605;0.90499210;0.86903608;0.65377450,0.66666667,0.64893158,2,1.00000000,0.86244859,0.15420182,1.00000000,1.00000000,0
internal_blind,347212,MMR,5,0.60000000,WMA_7a783903a8b2005a|13601|7242|78924|216968,0.96012419;0.92431605;0.90499210;0.86903608;0.65377450,0.66666667,0.64893158,2,1.00000000,0.86244859,0.15420182,1.00000000,1.00000000,0
internal_blind,347212,D3_TFIDF,5,,177472|WMA_7a783903a8b2005a|7242|13601|78924,0.96012419;0.92431605;0.90499210;0.86903608;0.22318622,1.00000000,0.64893158,3,1.00000000,0.77633093,0.11757549,0.86666667,0.66666667,1
internal_blind,35080099,B0,5,,WMA_fa7f0ba3e1aa7166|112484|12931|WMA_7e37f1a6b919d4ca|WMA_a79535e293a20495,0.99144322;0.99120694;0.97417986;0.96647829;0.96549273,1.00000000,0.26406812,4,0.20000000,0.97776021,0.11801341,0.32500000,1.00000000,0
internal_blind,35080099,MMR,5,0.60000000,WMA_fa7f0ba3e1aa7166|112484|WMA_7e37f1a6b919d4ca|215305|WMA_c361539cc4c7fdcf,0.99144322;0.99120694;0.96647829;0.95640606;0.88498771,1.00000000,0.30657360,3,0.20000000,0.95810444,0.07497732,0.61666667,0.42857143,2
internal_blind,35080099,D3_TFIDF,5,,112484|WMA_fa7f0ba3e1aa7166|12931|WMA_7e37f1a6b919d4ca|WMA_a79535e293a20495,0.99144322;0.99120694;0.97417986;0.96647829;0.96549273,1.00000000,0.26406812,4,0.20000000,0.97776021,0.11801341,0.32500000,1.00000000,0
internal_blind,35724747,B0,5,,12917|131942|175010|168944|59538,0.96037394;0.94671500;0.94234151;0.87822586;0.85369390,0.50000000,0.22843130,2,0.40000000,0.91627004,0.17196631,0.80000000,1.00000000,0
internal_blind,35724747,MMR,5,0.60000000,12917|175010|168944|131942|59538,0.96037394;0.94671500;0.94234151;0.87822586;0.85369390,0.50000000,0.28824820,2,0.40000000,0.91627004,0.17196631,0.80000000,1.00000000,0
internal_blind,35724747,D3_TFIDF,5,,131942|12917|57307|175010|3646,0.96037394;0.94671500;0.94234151;0.80432349;0.78756225,0.50000000,0.27290377,2,0.60000000,0.88826324,0.14118063,0.45000000,0.42857143,2
internal_blind,36631063,B0,5,,WMA_3ecc847675c0f825|174995|180401|177994|138149,0.99820638;0.96083647;0.93809777;0.93301207;0.75648338,0.75000000,1.00000000,4,0.20000000,0.91732721,0.11490926,0.73333333,1.00000000,0
internal_blind,36631063,MMR,5,0.60000000,WMA_3ecc847675c0f825|180401|177994|174995|138149,0.99820638;0.96083647;0.93809777;0.93301207;0.75648338,0.75000000,1.00000000,4,0.20000000,0.91732721,0.11490926,0.73333333,1.00000000,0
internal_blind,36631063,D3_TFIDF,5,,WMA_3ecc847675c0f825|174995|180401|177994|138149,0.99820638;0.96083647;0.93809777;0.93301207;0.75648338,0.75000000,1.00000000,4,0.20000000,0.91732721,0.11490926,0.73333333,1.00000000,0
internal_blind,36839832,B0,5,,107342|WMA_3ee114c47fdba7eb|29522|212620|94959,0.99140280;0.97676986;0.94218677;0.94106221;0.92992747,1.00000000,0.00000000,5,0.00000000,0.95626982,0.18093851,0.22833333,1.00000000,0
internal_blind,36839832,MMR,5,0.60000000,107342|94959|29522|212620|WMA_3ee114c47fdba7eb,0.99140280;0.97676986;0.94218677;0.94106221;0.92992747,1.00000000,0.00000000,5,0.00000000,0.95626982,0.18093851,0.22833333,1.00000000,0
internal_blind,36839832,D3_TFIDF,5,,29522|107342|WMA_3ee114c47fdba7eb|94959|WMA_ca5a0740f23ce464,0.99140280;0.97676986;0.94218677;0.92992747;0.85823965,0.50000000,0.23719771,4,0.40000000,0.93970531,0.17284931,0.34166667,0.66666667,1
internal_blind,36872321,B0,5,,WMA_78fa65573dce654f|WMA_64e2d7922387d85a|WMA_b6723d629740b627|WMA_a1ab0853fd704be3|WMA_9fcf33698224342b,0.99987435;0.99685574;0.99581462;0.99343830;0.98418897,1.00000000,0.49060740,5,1.00000000,0.99403440,0.24475849,0.59666667,1.00000000,0
internal_blind,36872321,MMR,5,0.60000000,WMA_78fa65573dce654f|11233|149102|WMA_a1ab0853fd704be3|WMA_19b5fcc688c7376c,0.99987435;0.99343830;0.97130764;0.96026367;0.95927650,1.00000000,0.29776747,5,0.80000000,0.97683209,0.06895023,0.33166667,0.25000000,3
internal_blind,36872321,D3_TFIDF,5,,WMA_64e2d7922387d85a|WMA_78fa65573dce654f|WMA_9fcf33698224342b|149102|158191,0.99987435;0.99685574;0.98418897;0.96026367;0.96026367,1.00000000,0.65981359,4,1.00000000,0.98028928,0.21726674,0.40000000,0.42857143,2
internal_blind,36906875,B0,5,,WMA_a93ca5bf5c5fe54c|WMA_637f933d0c50e86b|116106|154395|9188,0.99443901;0.96990091;0.95177698;0.91276997;0.87674487,1.00000000,0.45058950,4,1.00000000,0.94112635,0.13837166,0.58333333,1.00000000,0
internal_blind,36906875,MMR,5,0.60000000,WMA_a93ca5bf5c5fe54c|154395|116106|WMA_637f933d0c50e86b|25208,0.99443901;0.96990091;0.95177698;0.91276997;0.79534358,1.00000000,0.45058950,5,1.00000000,0.92484609,0.11265411,0.53666667,0.66666667,1
internal_blind,36906875,D3_TFIDF,5,,116106|WMA_637f933d0c50e86b|9188|7527|WMA_a93ca5bf5c5fe54c,0.99443901;0.96990091;0.95177698;0.87674487;0.82961386,1.00000000,0.45058950,4,1.00000000,0.92449512,0.20037783,0.41666667,0.66666667,1
internal_blind,37082101,B0,5,,WMA_15aa36b8c6979c94|160093|104963|WMA_73b8ab9b063a8be0|118972,0.99989748;0.93929678;0.78998166;0.78007841;0.73475474,1.00000000,0.75623355,5,1.20000000,0.84880182,0.19869535,0.65166667,1.00000000,0
internal_blind,37082101,MMR,5,0.60000000,WMA_15aa36b8c6979c94|160093|118972|114942|218765,0.99989748;0.93929678;0.73475474;0.71568239;0.68727797,1.00000000,0.75623355,5,1.20000000,0.81538187,0.09412932,0.61666667,0.42857143,2
internal_blind,37082101,D3_TFIDF,5,,160093|WMA_73b8ab9b063a8be0|WMA_15aa36b8c6979c94|18109|104963,0.99989748;0.93929678;0.78998166;0.78007841;0.62492949,1.00000000,0.60341152,5,1.20000000,0.82683676,0.14920001,0.65166667,0.66666667,1
internal_blind,377989,B0,5,,WMA_511252efdffb1c05|WMA_f35b397b48ea9d39|WMA_457762454186f514|WMA_4bfefc45c1e656e8|WMA_30a6beb0fe5ba9df,0.99975783;0.99946171;0.99939966;0.99888092;0.99835593,1.00000000,0.47569345,5,1.40000000,0.99917121,0.15639108,0.62000000,1.00000000,0
internal_blind,377989,MMR,5,0.60000000,WMA_511252efdffb1c05|WMA_e7bfde4744840cab|WMA_457762454186f514|WMA_98672fb085430e5a|WMA_30a6beb0fe5ba9df,0.99975783;0.99939966;0.99835593;0.99732912;0.92733067,1.00000000,0.44631073,5,1.40000000,0.98443464,0.05323252,0.48000000,0.42857143,2
internal_blind,377989,D3_TFIDF,5,,WMA_4bfefc45c1e656e8|WMA_f35b397b48ea9d39|WMA_457762454186f514|WMA_511252efdffb1c05|117244,0.99975783;0.99946171;0.99939966;0.99888092;0.69596660,1.00000000,0.39215785,4,1.40000000,0.93869334,0.12975222,0.55000000,0.66666667,1
internal_blind,38562560,B0,5,,WMA_ca27c1ceeb402735|5514|71226|WMA_eca224a07cb252c6|WMA_e852a9ff1f163998,0.57830244;0.49165443;0.49165443;0.39733019;0.23960634,1.00000000,0.47495017,5,1.00000000,0.43970957,0.12848070,0.29166667,1.00000000,0
internal_blind,38562560,MMR,5,0.60000000,WMA_ca27c1ceeb402735|5514|WMA_eca224a07cb252c6|WMA_e852a9ff1f163998|71226,0.57830244;0.49165443;0.49165443;0.39733019;0.23960634,1.00000000,0.49572181,5,1.00000000,0.43970957,0.12848070,0.29166667,1.00000000,0
internal_blind,38562560,D3_TFIDF,5,,WMA_2dee49f4e3e92584|WMA_ca27c1ceeb402735|WMA_eca224a07cb252c6|5514|71226,0.57830244;0.49165443;0.49165443;0.39733019;0.23565874,1.00000000,0.55786867,5,1.00000000,0.43892004,0.19119317,0.32500000,0.66666667,1
internal_blind,38738007,B0,5,,WMA_4211a2c9b0a10bcc|WMA_cafba3c93191fa73|WMA_f50464dd51b4f2f5|WMA_d6e779f7367717c8|WMA_3292ac76641e670e,0.99994385;0.99680388;0.98516834;0.87989837;0.79323167,1.00000000,0.54532917,4,0.60000000,0.93100922,0.26774378,0.15000000,1.00000000,0
internal_blind,38738007,MMR,5,0.60000000,WMA_4211a2c9b0a10bcc|WMA_cafba3c93191fa73|WMA_f50464dd51b4f2f5|WMA_d6e779f7367717c8|WMA_3292ac76641e670e,0.99994385;0.99680388;0.98516834;0.87989837;0.79323167,1.00000000,0.54532917,4,0.60000000,0.93100922,0.26774378,0.15000000,1.00000000,0
internal_blind,38738007,D3_TFIDF,5,,WMA_d6e779f7367717c8|WMA_4211a2c9b0a10bcc|WMA_f50464dd51b4f2f5|WMA_cafba3c93191fa73|WMA_3292ac76641e670e,0.99994385;0.99680388;0.98516834;0.87989837;0.79323167,1.00000000,0.36250337,4,0.60000000,0.93100922,0.26774378,0.15000000,1.00000000,0
internal_blind,39602185,B0,5,,WMA_fd90be09826495df|WMA_3eb53f34125fe9fa|WMA_755c2f07b6360782|204602|142954,0.99580485;0.96293586;0.94229013;0.93909323;0.90036547,1.00000000,0.47141445,4,1.00000000,0.94809791,0.18734769,0.20833333,1.00000000,0
internal_blind,39602185,MMR,5,0.60000000,WMA_fd90be09826495df|204602|142954|10531|119116,0.99580485;0.93909323;0.90036547;0.88339353;0.87593091,1.00000000,0.40956248,4,0.80000000,0.91891760,0.10483504,0.05833333,0.42857143,2
internal_blind,39602185,D3_TFIDF,5,,WMA_3eb53f34125fe9fa|WMA_fd90be09826495df|10531|119116|WMA_755c2f07b6360782,0.99580485;0.96293586;0.94229013;0.88339353;0.87593091,1.00000000,0.40255572,3,0.80000000,0.93207105,0.18580846,0.08333333,0.42857143,2
internal_blind,39648040,B0,5,,WMA_82bbff6a70215fcb|WMA_d9050de5401ba119|WMA_b5437dfc99b976c7|63736|132922,0.99987721;0.99983323;0.99818701;0.99618214;0.99580622,1.00000000,0.64893158,5,1.00000000,0.99797716,0.17469182,0.62333333,1.00000000,0
internal_blind,39648040,MMR,5,0.60000000,WMA_82bbff6a70215fcb|62490|WMA_b5437dfc99b976c7|WMA_0d024c92e7c314e4|63736,0.99987721;0.99818701;0.99618214;0.99393588;0.98726869,1.00000000,0.64893158,5,1.00000000,0.99509019,0.12393657,0.64666667,0.42857143,2
internal_blind,39648040,D3_TFIDF,5,,63736|WMA_82bbff6a70215fcb|132922|WMA_0391e062e71e08e0|WMA_0d024c92e7c314e4,0.99987721;0.99618214;0.99580622;0.99300498;0.98726869,1.00000000,0.64893158,5,1.00000000,0.99442785,0.18740440,0.64666667,0.42857143,2
internal_blind,396791,B0,5,,WMA_d1b961120e9c3fbd|WMA_ea09dbb552f34829|WMA_e20bf1e17c84e59a|WMA_80a3412a3cff1eea|WMA_a1c7b37b7ed62a5d,0.94937134;0.93131047;0.89141876;0.86079895;0.72565705,1.00000000,0.65082052,5,0.40000000,0.87171131,0.16964955,0.73000000,1.00000000,0
internal_blind,396791,MMR,5,0.60000000,WMA_d1b961120e9c3fbd|WMA_ea09dbb552f34829|WMA_e20bf1e17c84e59a|WMA_a1c7b37b7ed62a5d|WMA_80a3412a3cff1eea,0.94937134;0.93131047;0.89141876;0.86079895;0.72565705,1.00000000,0.67138607,5,0.40000000,0.87171131,0.16964955,0.73000000,1.00000000,0
internal_blind,396791,D3_TFIDF,5,,WMA_ea09dbb552f34829|WMA_d1b961120e9c3fbd|WMA_a1c7b37b7ed62a5d|WMA_e20bf1e17c84e59a|46730,0.94937134;0.93131047;0.89141876;0.72565705;0.64132684,1.00000000,0.53072127,5,0.40000000,0.82781689,0.13055803,0.51000000,0.66666667,1
internal_blind,40000020,B0,5,,162918|200819|192641|186075|221018,0.96799940;0.93484986;0.84100235;0.79952389;0.78701919,1.00000000,0.55414321,3,0.80000000,0.86607894,0.21576802,0.23333333,1.00000000,0
internal_blind,40000020,MMR,5,0.60000000,162918|200819|209410|186075|221018,0.96799940;0.93484986;0.79952389;0.78701919;0.73234308,1.00000000,0.55414321,4,0.80000000,0.84434708,0.12451350,0.06666667,0.66666667,1
internal_blind,40000020,D3_TFIDF,5,,162918|200819|192641|186075|221018,0.96799940;0.93484986;0.84100235;0.79952389;0.78701919,1.00000000,0.55414321,3,0.80000000,0.86607894,0.21576802,0.23333333,1.00000000,0
internal_blind,40000198,B0,5,,WMA_91fcacbdf95ba1b7|42758|41020|101974|49805,0.97235584;0.95865828;0.83006430;0.82430851;0.74173439,1.00000000,0.00000000,2,0.00000000,0.86542426,0.18137938,0.40000000,1.00000000,0
internal_blind,40000198,MMR,5,0.60000000,WMA_91fcacbdf95ba1b7|42758|49805|101974|WMA_cdcd5ebfc70e9704,0.97235584;0.95865828;0.82430851;0.74173439;0.71133363,1.00000000,0.13120508,3,0.20000000,0.84167813,0.15830022,0.56666667,0.66666667,1
internal_blind,40000198,D3_TFIDF,5,,WMA_cdcd5ebfc70e9704|101974|WMA_91fcacbdf95ba1b7|42758|41020,0.97235584;0.95865828;0.83006430;0.82430851;0.71133363,1.00000000,0.33916021,3,0.20000000,0.85934411,0.19453716,0.33333333,0.66666667,1
internal_blind,40157762,B0,5,,WMA_af3c5f7529fb4758|32663|107764|43131|31169,0.99814665;0.99597389;0.99550998;0.99549884;0.99455112,1.00000000,0.68940281,5,0.80000000,0.99593610,0.23116382,0.52000000,1.00000000,0
